Idade,Renda,TempoDeRelacao,TicketMedioInvestido,QtdProdutosNaCarteira,PerfilRisco,Pais,TaxaJuros,HistoricoInvestimentoESG,EngajamentoESG,ConhecimentoESG,PreocupacaoAmbiental,AcessouPagESG,LeuArtigoESG,ParticipouWebinarESG,AssessorESGAtivo,NPS_ESG,ValorAlocadoESG,ESG_Label,score_interesse,relacao_valor,propensao_esg,ESG_Label_Predito,faixa_propensao,categoria_produto,vence_em_dias,produtos_esg,valor_em_caixa,Renda Fixa,Multimercado,ETF,Renda Variável,Caixa,ValorEmCaixa
41,13185.835735994235,52,39250490.51987716,4,1,Brasil,13.75,0,5,2,3,1,0,0,1,2,0.0,0,10,0.0,0.36105991057900894,0,0.36105991057900894,ETF,218,0,8017616.113469326,0.04795061110006014,0.2408685271864958,0.18574483665915867,0.12184335197228686,0.40359267308199853,8017616.113469326
53,11836.568265615966,113,15270843.799374308,15,2,Brasil,2.0,1,13,5,5,1,1,0,0,7,146781.566382034,0,65,0.009611882532395855,0.3338272219489647,0,0.3338272219489647,Caixa,557,1,7374606.803591036,0.08715519400651411,0.13326122565161855,0.04872061678457134,0.2939961572968126,0.43686680626048346,7374606.803591036
57,11524.008097076425,72,31011629.210573252,16,1,Brasil,13.75,0,4,3,2,0,1,0,1,1,0.0,1,12,0.0,0.5519497508681784,1,0.5519497508681784,Caixa,137,1,4964506.794374282,0.09494935830301565,0.08226919007137169,0.1305769297458643,0.07377184486769607,0.6184326770120523,4964506.794374282
41,7288.41342807771,119,13710217.401617162,7,1,EUA,5.0,0,6,2,1,0,0,0,0,3,0.0,0,12,0.0,0.11358901040958974,0,0.11358901040958974,ETF,921,0,10504520.24303106,0.35139062220807427,0.12547793897654033,0.19405765008091036,0.286361345445996,0.04271244328847901,10504520.24303106
20,8251.911982400297,75,25110478.39758076,17,2,EUA,5.0,1,9,3,4,1,1,0,0,7,158037.69771032012,0,27,0.006293694963288756,0.2883750084879912,0,0.2883750084879912,Multimercado,90,0,9387294.013038613,0.07469074893582213,0.1275820574292207,0.04399743410341537,0.25933013653496273,0.494399622996579,9387294.013038613
39,18475.208100082393,61,7688723.228754069,19,2,Brasil,13.75,1,10,3,3,1,0,1,1,5,181594.82521575375,1,30,0.0236183298832114,0.7932148632974222,1,0.7932148632974222,Renda Variável,906,1,9005525.498977525,0.24883851691391984,0.17163229738737915,0.0924823574305051,0.059739287839257436,0.4273075404289385,9005525.498977525
19,16860.620035487016,64,5849380.561685532,19,1,Alemanha,13.75,1,12,3,2,1,1,0,0,7,5284.287135198874,0,36,0.0009033924491799057,0.23147236189999018,0,0.23147236189999018,Caixa,881,0,5044535.454025152,0.02596482828771003,0.011299899049184348,0.1950874584131711,0.10495305090336211,0.6626947633465724,5044535.454025152
41,14968.338354095195,5,37523184.94132957,17,0,Brasil,13.75,0,7,1,1,1,0,1,0,4,0.0,0,7,0.0,0.11551385033476279,0,0.11551385033476279,Caixa,764,0,4907858.769125252,0.22100214265500528,0.07438471149966404,0.0071708279632956675,0.21237632562114278,0.4850659922608922,4907858.769125252
61,15759.39241411875,109,36706714.64339829,6,1,Brasil,2.0,0,6,2,2,0,1,0,0,5,0.0,0,12,0.0,0.1990824557810429,0,0.1990824557810429,Caixa,876,1,13101852.30601565,0.05650084092786561,0.1400682252565981,0.12597091627555007,0.05748632496124218,0.619973692578744,13101852.30601565
47,15384.054178685075,53,35499882.91911317,11,1,EUA,5.0,1,9,5,5,0,1,0,1,6,72751.50058755916,1,45,0.00204934474583985,0.7800454767094247,1,0.7800454767094247,Multimercado,961,1,8159927.526509183,0.23019828995554203,0.16268791993114018,0.08090828078368034,0.17721196004100445,0.348993549288633,8159927.526509183
55,10706.575150855166,55,25021083.67216207,16,0,Brasil,13.75,0,4,2,3,0,1,0,0,3,0.0,0,8,0.0,0.11634440602000402,0,0.11634440602000402,Caixa,253,0,4084240.617668863,0.14711828945220332,0.04762668171805693,0.15421841476004464,0.16044213870138416,0.490594475368311,4084240.617668863
19,12190.414207257405,37,32332645.766538966,8,0,Brasil,13.75,1,14,5,5,1,1,1,1,8,69221.81998289953,1,70,0.00214092649088466,0.7859840560214201,1,0.7859840560214201,ETF,568,0,8148767.8904870935,0.24227309200478342,0.05808672844987119,0.06464813201951987,0.08756222459026071,0.5474298229355649,8148767.8904870935
38,6109.9664878359645,56,2770787.1070858827,11,2,Alemanha,13.75,0,4,1,1,1,0,1,0,3,0.0,0,4,0.0,0.3374425650695539,0,0.3374425650695539,ETF,293,0,4002295.5342563936,0.15777728894215476,0.21828087657412598,0.07457667227986234,0.09016003191728161,0.4592051302865753,4002295.5342563936
50,11641.217492769896,59,13398213.785208259,7,0,Alemanha,13.75,0,5,3,3,0,0,0,0,3,0.0,0,15,0.0,0.11172527216062349,0,0.11172527216062349,Renda Fixa,413,0,2780300.2918253043,0.341718084471346,0.23566714837960723,0.10312736568722013,0.15489248117998006,0.16459492028184664,2780300.2918253043
29,16733.656998156745,109,12554987.959038677,19,1,Alemanha,13.75,1,13,5,4,1,1,1,0,7,61072.680826199605,1,65,0.0048644153352466095,0.7901923321930929,1,0.7901923321930929,Caixa,737,1,4233363.857980881,0.3027910919964335,0.022542748599728102,0.0691764233186407,0.0899548204903085,0.5155349155948892,4233363.857980881
39,9357.171006971457,102,25429456.424885005,10,0,Alemanha,13.75,0,6,1,2,0,0,0,0,4,0.0,0,6,0.0,0.11216361643614074,0,0.11216361643614074,Renda Variável,313,0,9433758.395127393,0.3378808837559934,0.2970240203910728,0.05191485959935134,0.054076408669834916,0.2591038275837475,9433758.395127393
61,16092.564818748906,93,14244751.361090913,9,1,Brasil,13.75,0,6,2,1,0,0,0,0,4,0.0,0,12,0.0,0.11163018987786244,0,0.11163018987786244,Renda Fixa,65,0,7738054.623530277,0.08882088705412348,0.12993715539259432,0.07106675389674595,0.23200760908161744,0.47816759457491886,7738054.623530277
42,12366.342954775053,69,5948786.197930795,4,0,EUA,13.75,0,6,3,2,0,0,0,0,5,0.0,0,18,0.0,0.11976594416792363,0,0.11976594416792363,Caixa,785,0,2468340.912911958,0.05952639533622191,0.17572528161828163,0.18159019860992812,0.17452847915150238,0.408629645284066,2468340.912911958
66,6458.512537321071,73,23862718.345787615,15,0,Brasil,5.0,0,6,1,1,0,0,0,0,3,0.0,0,6,0.0,0.1117309707772337,0,0.1117309707772337,Caixa,531,0,13618784.41906585,0.22293386735034942,0.17809525937953005,0.06853506975621171,0.1312908121641684,0.39914499134974046,13618784.41906585
44,7570.7219466147535,59,32577212.98755657,13,1,Alemanha,2.0,0,0,1,1,0,0,0,0,0,0.0,0,0,0.0,0.11242413241720932,0,0.11242413241720932,Multimercado,204,0,7474943.233545367,0.3491332848949005,0.10380652824361615,0.17988647352523868,0.05437427543379297,0.3127994379024517,7474943.233545367
59,15677.211478831021,112,15291118.543454327,2,2,Brasil,5.0,0,2,3,2,1,0,0,0,1,0.0,0,6,0.0,0.11393509289396797,0,0.11393509289396797,Multimercado,819,0,11906084.963311698,0.0442495825986105,0.1634371831221926,0.041003933956032725,0.17830964332994642,0.5729996569932178,11906084.963311698
45,14210.096341033539,2,5299425.916788284,2,0,Brasil,5.0,0,5,3,4,0,0,0,0,4,0.0,0,15,0.0,0.1135447640026908,0,0.1135447640026908,ETF,1103,0,4960995.721586135,0.09355527264365815,0.17502062382033898,0.13443615773614534,0.18858197692042633,0.40840596887943115,4960995.721586135
33,12407.056291950501,65,7875561.010539794,16,1,Brasil,13.75,1,13,4,4,1,0,1,0,8,192297.13358714932,1,52,0.024416941080496832,0.7937188277430532,1,0.7937188277430532,Renda Fixa,760,1,14363433.437752962,0.2983992873564121,0.22822884412820843,0.1489924793356779,0.14392668634751246,0.18045270283218906,14363433.437752962
32,10903.872743008218,104,9506957.373723665,9,1,Brasil,13.75,0,5,3,4,0,0,0,1,2,0.0,0,15,0.0,0.14623306864969565,0,0.14623306864969565,Renda Fixa,1049,0,11281644.37255331,0.18614439110845693,0.19853772906132108,0.022273165875987246,0.11182182380731477,0.48122289014692,11281644.37255331
64,12842.271910514342,60,12002904.743851503,13,2,Brasil,13.75,1,13,3,2,1,1,1,1,7,24437.573745115555,1,39,0.0020359714777926767,0.7920678730500533,1,0.7920678730500533,Renda Fixa,1064,1,6818148.5527900085,0.24138532148745473,0.1340031356160921,0.10879722130076448,0.260174019627445,0.2556403019682436,6818148.5527900085
68,15521.184997012995,51,25715374.869547304,3,1,EUA,5.0,0,3,3,3,0,0,1,0,3,0.0,0,9,0.0,0.12696807283937622,0,0.12696807283937622,ETF,202,0,13534490.194914987,0.2367017696885153,0.05739918351741649,0.0026173202591194492,0.2114429421713078,0.49183878436364104,13534490.194914987
61,17903.41312194914,30,24041809.926663384,9,1,EUA,2.0,0,3,3,2,0,0,0,0,2,0.0,0,9,0.0,0.11160205346499631,0,0.11160205346499631,Renda Variável,1181,0,10762279.742523704,0.1649419844125587,0.007548006170675625,0.1856452181607598,0.10685142990902594,0.53501336134698,10762279.742523704
69,18094.73679776242,11,27846233.664065897,13,1,Brasil,5.0,0,2,1,2,1,0,0,0,2,0.0,0,2,0.0,0.11209570801740211,0,0.11209570801740211,Renda Variável,48,0,6458492.37732901,0.2822809227865608,0.19555617009884266,0.10485242110359656,0.1779271347105716,0.23938335130042843,6458492.37732901
20,13487.839603033992,92,14506454.361415211,2,2,EUA,5.0,1,14,4,5,0,0,1,1,10,41992.138147891616,1,56,0.0028947208054411282,0.782139523991738,1,0.782139523991738,Renda Variável,645,1,14612090.160763944,0.3409076572888263,0.14331146039040996,0.007353198484032886,0.07011934055419647,0.4383083432825343,14612090.160763944
54,11312.273238541919,108,32961666.098680332,8,0,Brasil,13.75,1,8,5,4,1,1,0,1,5,218650.74187479995,1,40,0.0066334855339751295,0.567442998570996,1,0.567442998570996,Renda Fixa,558,1,4478851.534561061,0.3631028196280683,0.2896574272648104,0.13664458287932046,0.0034409897844331684,0.20715418044336764,4478851.534561061
68,12584.992031275422,76,8171465.569618853,9,1,Brasil,13.75,1,9,3,2,0,1,0,1,5,237386.37798830972,0,27,0.02905064543381988,0.3372568377452581,0,0.3372568377452581,Caixa,959,1,3849304.7095702626,0.018564639469204326,0.02949505975100819,0.17714151414509172,0.26065419130313616,0.5141445953315595,3849304.7095702626
24,14088.48142902032,39,18766939.493250977,16,2,Brasil,13.75,0,2,3,3,1,0,0,0,2,0.0,0,6,0.0,0.12759321614159272,0,0.12759321614159272,Renda Fixa,875,0,13419948.458630115,0.2214424510526104,0.021786959729989352,0.14750423383481,0.24566670833339296,0.3635996470491972,13419948.458630115
38,14072.267775380365,90,32039539.474441797,2,1,EUA,13.75,0,7,3,3,0,0,0,1,3,0.0,1,21,0.0,0.5474059187768359,1,0.5474059187768359,Caixa,514,1,10610870.238529159,0.016148618175542275,0.05438354335960753,0.026748332773434847,0.19182095877291336,0.710898546918502,10610870.238529159
26,17231.94654856042,77,7214544.3228274435,6,1,EUA,13.75,1,12,5,4,1,1,0,1,7,188955.51331953335,1,60,0.026190910842525558,0.7877641624327207,1,0.7877641624327207,Multimercado,420,0,5183301.6790970005,0.36037204421479463,0.11305016306631305,0.10797755914689194,0.243394089706796,0.1752061438652044,5183301.6790970005
56,20463.022887666622,72,4403425.91849391,8,1,Brasil,13.75,1,8,4,4,1,1,0,1,5,286964.53043429763,1,32,0.06516845532943401,0.7238812574568395,1,0.7238812574568395,ETF,413,1,3477804.1120882793,0.171706322953795,0.052552401945890594,0.14661970807407151,0.23424678265864007,0.3948747843676028,3477804.1120882793
35,11178.981481543655,63,35348521.86784271,5,1,Brasil,13.75,1,14,3,2,0,0,0,1,9,211648.43498176293,1,42,0.005987476075677943,0.7721615869087558,1,0.7721615869087558,Renda Variável,300,1,2671396.444136576,0.36021016400089007,0.13915382631079004,0.16011401234812042,0.2580768690638228,0.08244512827637673,2671396.444136576
21,20623.53963529785,64,13723757.213740245,9,1,Brasil,13.75,0,7,1,1,0,1,0,0,3,0.0,0,7,0.0,0.13207677508701274,0,0.13207677508701274,Renda Fixa,958,0,4703132.055276594,0.07507336394033551,0.1019123777047292,0.0032004026654694376,0.2675592075664184,0.5522546481230475,4703132.055276594
42,16688.956987033576,61,27357966.29511219,1,1,Brasil,13.75,1,13,3,2,1,0,1,0,7,122179.9289594955,1,39,0.004465972476738955,0.7870596126326088,1,0.7870596126326088,Renda Fixa,631,0,1883974.209281576,0.06494849614127661,0.299847894567474,0.0567478919535086,0.2456409731719714,0.3328147441657694,1883974.209281576
31,11596.708039259169,54,1023690.6845148997,9,1,Brasil,13.75,0,3,2,3,0,0,0,0,1,0.0,0,6,0.0,0.11154580938824792,0,0.11154580938824792,Multimercado,207,0,2181076.843323077,0.36332965717653076,0.29001094686005907,0.17692875075575168,0.25552461340901994,-0.08579396820136154,2181076.843323077
67,17994.25935546032,92,27604975.06749389,10,1,Brasil,13.75,0,1,3,2,0,1,0,0,1,0.0,0,3,0.0,0.1763654278709259,0,0.1763654278709259,Caixa,580,0,11649587.910239646,0.3753502332176516,0.1094447668104485,0.05168637225605477,0.15050873866705405,0.3130098890487911,11649587.910239646
26,18742.59320567666,94,12650891.448763352,4,2,Brasil,13.75,0,1,2,1,1,1,0,1,0,0.0,1,2,0.0,0.5844274984301933,1,0.5844274984301933,Renda Variável,919,0,957339.4335435578,0.30671585359852344,0.2376298364769813,0.0945064257697337,0.212402230925706,0.14874565322905564,957339.4335435578
43,10158.818223224613,73,2239076.734961795,3,0,Alemanha,13.75,0,6,2,1,0,0,0,1,5,0.0,0,12,0.0,0.32420079925951795,0,0.32420079925951795,ETF,989,0,6589884.909156763,0.08881014912545662,0.07249429911618183,0.1393330419137773,0.09997399373880878,0.5993885161057755,6589884.909156763
19,18928.861009942593,103,24396412.3343092,10,1,Brasil,5.0,1,9,4,4,1,1,0,1,6,109288.04275501077,1,36,0.004479676633504018,0.5713907042688131,1,0.5713907042688131,Caixa,800,1,6075577.532016755,0.06879415710884196,0.01732399209959332,0.1971197474344386,0.2583395623847126,0.4584225409724134,6075577.532016755
37,16300.331284143853,95,9639744.604766198,15,1,Brasil,13.75,1,12,4,3,1,0,0,0,8,149412.6456860652,1,48,0.015499646133004882,0.7711719326570345,1,0.7711719326570345,Caixa,852,0,14402905.391316213,0.299205229126751,0.012146414005619888,0.08517207495896068,0.25757719086825404,0.3458990910404144,14402905.391316213
45,21474.236511916766,58,15478421.609654682,11,1,Brasil,13.75,1,13,3,4,1,1,1,1,7,127438.73542673331,1,39,0.008233315412078442,0.7949316504755198,1,0.7949316504755198,Renda Variável,950,1,6983659.560136954,0.25390988661545827,0.008753126044751524,0.10073492454418481,0.019842743703493048,0.6167593190921123,6983659.560136954
64,10303.845672002004,85,3232426.6833376787,14,0,EUA,5.0,0,6,1,2,0,0,0,0,4,0.0,0,6,0.0,0.11156721929031364,0,0.11156721929031364,ETF,743,0,2413669.621219743,0.3488306632863954,0.22078054244231368,0.11172591417202654,0.10410595420314163,0.21455692589612274,2413669.621219743
24,10586.293025056017,56,5895058.4112868635,6,1,EUA,5.0,0,4,3,2,1,0,0,0,1,0.0,0,12,0.0,0.11160951513875007,0,0.11160951513875007,Renda Variável,366,1,1326982.0039129881,0.11072456734476264,0.1026668022855173,0.04683307785632127,0.05143344093292502,0.6883421115804738,1326982.0039129881
61,3893.3514810266397,111,11926109.647478793,12,2,EUA,5.0,1,9,5,4,0,1,0,0,7,119569.08502805221,0,45,0.01002582388863962,0.42471997637609893,0,0.42471997637609893,Renda Variável,480,1,10986846.66211866,0.11814285610415319,0.24715047196423098,0.07373567064544069,0.04073998072258944,0.5202310205635857,10986846.66211866
25,14284.775682271847,34,3599482.427400684,13,1,Brasil,13.75,0,5,3,2,0,1,0,0,2,0.0,0,15,0.0,0.11475432770634175,0,0.11475432770634175,Renda Fixa,308,0,2216898.9399542497,0.292656447804106,0.26215018087254766,0.08689325770926384,0.12446783214557354,0.23383228146850898,2216898.9399542497
64,13501.005022474874,119,36433942.324805744,17,2,EUA,13.75,1,13,4,5,1,1,1,0,8,212910.92413550406,1,52,0.005843751861757589,0.7739974932956301,1,0.7739974932956301,ETF,189,1,14069808.642691689,0.10714744311367208,0.09165158716126011,0.0038646810444513237,0.18769841915125926,0.6096378695293573,14069808.642691689
52,9748.025313857333,31,251821.25692729693,16,2,Brasil,13.75,0,0,2,2,1,0,0,0,0,0.0,0,0,0.0,0.11181640964222274,0,0.11181640964222274,Caixa,269,0,8388640.729397438,0.1849508927621234,0.08674308202690519,0.0015229016917273298,0.10311773767236117,0.623665385846883,8388640.729397438
31,11672.597074047768,52,19359570.15238381,3,0,Brasil,13.75,0,4,2,2,0,0,0,0,2,0.0,0,8,0.0,0.11188788738616147,0,0.11188788738616147,Renda Variável,406,0,6026047.109224993,0.20805685722138478,0.09237841556006067,0.04486172526686427,0.09276449077928307,0.5619385111724072,6026047.109224993
34,6755.115959299539,89,4938665.8507207325,2,0,Brasil,2.0,0,2,3,2,1,0,0,0,2,0.0,0,6,0.0,0.11312108680566228,0,0.11312108680566228,Multimercado,177,0,10265305.788872104,0.26767380914622424,0.14263460955651383,0.10244468492422476,0.028337277631625413,0.4589096187414118,10265305.788872104
53,16793.779811326745,76,12314086.788223162,11,2,Brasil,13.75,1,14,5,5,1,1,1,1,9,161400.89335181497,1,70,0.013107011751708813,0.7952448664563662,1,0.7952448664563662,ETF,882,1,2984722.2129462566,0.13775340309979628,0.004783426301215787,0.1911383203753979,0.11487593675775273,0.5514489134658372,2984722.2129462566
67,10041.20210188676,1,37043121.79713244,9,2,Alemanha,13.75,0,3,3,4,0,0,1,0,2,0.0,0,9,0.0,0.12346212717148553,0,0.12346212717148553,Multimercado,1111,0,5734480.502301246,0.34333479187996657,0.003252804879741611,0.19452087852384548,0.14129331205434417,0.3175982126621022,5734480.502301246
57,24376.196062483803,55,6476165.185426734,3,0,EUA,13.75,0,0,2,1,1,0,0,0,0,0.0,0,0,0.0,0.11354427910869709,0,0.11354427910869709,Caixa,911,0,502174.3358082357,0.16093161072554893,0.22064279989035782,0.12943690935768856,0.11961179744520566,0.36937688258119905,502174.3358082357
21,11297.594797155869,22,38633634.46553612,18,0,Brasil,13.75,1,8,5,5,1,1,1,1,5,130287.97691517201,1,40,0.003372397532492067,0.7856787913467073,1,0.7856787913467073,ETF,350,1,13165294.816929057,0.016549318813887572,0.24246251140182223,0.16540186488805295,0.20402529673197697,0.3715610081642603,13165294.816929057
19,8961.52463580676,40,8239717.135806974,15,0,Brasil,13.75,0,6,2,1,1,0,0,0,4,0.0,1,12,0.0,0.5252857144504224,1,0.5252857144504224,Renda Fixa,1100,0,6379430.839421409,0.026800837277259196,0.06123816382607467,0.18013987678893562,0.08644743912581479,0.6453736829819158,6379430.839421409
23,10350.747525060553,101,29665228.677588515,14,2,Brasil,5.0,1,10,3,2,0,1,1,1,6,277403.34387032647,1,30,0.009351127460843465,0.7791942334274092,1,0.7791942334274092,ETF,812,1,11382619.061148712,0.38862934652443953,0.17816311948147986,0.16782760583837697,0.21481279514645724,0.05056713300924642,11382619.061148712
59,6352.156093822995,111,21871623.823243495,2,0,Brasil,5.0,0,2,1,2,0,1,0,1,0,0.0,0,2,0.0,0.15971468332630287,0,0.15971468332630287,Caixa,212,0,13752905.155285003,0.2488171173866296,0.06480233954160347,0.10874145634502677,0.26483079166178647,0.31280829506495367,13752905.155285003
21,13929.087562811768,1,35380304.3165944,17,1,Brasil,2.0,0,1,3,4,0,0,0,0,1,0.0,0,3,0.0,0.11239149694760958,0,0.11239149694760958,Renda Fixa,1061,0,9792244.300292922,0.19637121534212465,0.22026402384789184,0.14083471771547584,0.17737208969238002,0.26515795340212756,9792244.300292922
46,10320.40120088351,65,22164190.287570205,8,2,Alemanha,13.75,1,11,5,5,1,1,1,1,6,76591.03172456441,1,55,0.00345562040729711,0.7933669114963721,1,0.7933669114963721,Caixa,1137,1,5636824.762575012,0.3478722505052276,0.12615516424567585,0.0007282481166981159,0.11660329717742446,0.40864103995497403,5636824.762575012
35,16525.01116159095,63,21387023.174060784,10,0,Alemanha,13.75,0,0,2,3,0,0,0,1,1,0.0,0,0,0.0,0.12229015294108354,0,0.12229015294108354,ETF,993,0,9293307.728032496,0.2867538759909391,0.24682644407719168,0.12961422662296335,0.05390786528277097,0.28289758802613485,9293307.728032496
43,10901.01001930233,106,7826365.434732311,18,1,Brasil,13.75,0,5,2,1,0,0,0,0,2,0.0,0,10,0.0,0.11157265484184985,0,0.11157265484184985,Caixa,882,0,5405605.3867889065,0.07255685339851725,0.2845618517726495,0.08517274907060682,0.2797271181513165,0.2779814276069099,5405605.3867889065
61,17537.768446742586,54,6657512.188445833,19,0,EUA,13.75,0,4,1,2,1,0,0,0,3,0.0,0,4,0.0,0.11187341915566655,0,0.11187341915566655,ETF,166,0,8510142.274713771,0.002916921796748673,0.16663558661693836,0.1289424430249013,0.2255566844164894,0.47594836414492225,8510142.274713771
51,15029.822997268164,42,36660401.15310942,8,2,Brasil,2.0,0,6,1,1,0,0,0,1,5,0.0,0,6,0.0,0.11465452275425168,0,0.11465452275425168,Renda Fixa,20,0,6483047.690414145,0.39285212111666895,0.27020025536526127,0.1388815570538534,0.07393233443618084,0.12413373202803546,6483047.690414145
27,12114.387106873377,21,13120249.572012862,8,0,Brasil,13.75,0,3,1,1,0,0,0,0,1,0.0,0,3,0.0,0.11160551459003569,0,0.11160551459003569,ETF,1042,0,2248876.454637634,0.25168641764124666,0.010137365586878467,0.019579172718951487,0.045190435693138485,0.6734066083597849,2248876.454637634
53,18320.930349403287,79,14889569.375966208,3,1,Brasil,5.0,0,5,3,3,1,0,0,0,2,0.0,1,15,0.0,0.11315181391849288,0,0.11315181391849288,Caixa,747,1,11701737.109806502,0.19082969377970313,0.1388073824200868,0.17490829139035147,0.014793063869537415,0.48066156854032116,11701737.109806502
31,15809.173844148838,81,30395348.10055125,3,1,Brasil,13.75,1,10,4,5,1,0,1,0,7,13078.110114692354,1,40,0.00043026681718405296,0.7624037194818883,1,0.7624037194818883,Caixa,250,1,7446789.42473314,0.37786245708092,0.15104870130002332,0.03514635948882483,0.057165893252766116,0.3787765888774658,7446789.42473314
48,23784.8513066529,22,13559551.062088067,12,0,EUA,13.75,1,12,3,4,1,1,1,1,8,293537.9979424962,1,36,0.021648060098033474,0.7859824947760611,1,0.7859824947760611,Caixa,1074,1,2852949.670169967,0.1476830614392414,0.12474377379681409,0.002092066247640556,0.21971256605186787,0.5057685324644361,2852949.670169967
65,10362.179020087182,38,38082977.24109372,17,0,Brasil,13.75,0,5,3,4,0,1,0,0,4,0.0,0,15,0.0,0.25129399496297744,0,0.25129399496297744,Multimercado,559,0,13377553.267926786,0.2890210467989023,0.09445268151540964,0.08594141451005233,0.18886007753067602,0.34172477964495973,13377553.267926786
32,12306.464421833842,99,29519731.482262023,4,1,Brasil,13.75,0,3,3,4,0,0,0,1,2,0.0,0,9,0.0,0.1169543183500462,0,0.1169543183500462,Multimercado,1076,0,12798427.637553355,0.2680457105265751,0.2168886388694073,0.017933169908241852,0.2902309952989185,0.20690148539685727,12798427.637553355
25,18274.836044043717,109,23901195.410511065,17,0,Brasil,5.0,0,3,2,3,0,0,0,0,3,0.0,0,6,0.0,0.1121142588318799,0,0.1121142588318799,Multimercado,718,0,8382833.422835135,0.27080857853467294,0.16580466585170503,0.1911954589263655,0.09659128725175897,0.27560000943549756,8382833.422835135
