Idade,Renda,TempoDeRelacao,TicketMedioInvestido,QtdProdutosNaCarteira,PerfilRisco,Pais,TaxaJuros,HistoricoInvestimentoESG,EngajamentoESG,ConhecimentoESG,PreocupacaoAmbiental,AcessouPagESG,LeuArtigoESG,ParticipouWebinarESG,AssessorESGAtivo,NPS_ESG,ValorAlocadoESG,ESG_Label,score_interesse,relacao_valor,propensao_esg,ESG_Label_Predito,faixa_propensao,categoria_produto,vence_em_dias,produtos_esg,valor_em_caixa,Renda Fixa,Multimercado,ETF,Renda Variável,Caixa,ValorEmCaixa
38,10013.873058072124,37,1476433.7306216988,14,1,Alemanha,13.75,0,1,3,4,0,0,0,0,1,0.0,0,3,0.0,0.08368338118436369,0,Baixa,ETF,964,0,7757.205157840941,0.38321295684950857,0.07810964656908635,0.115162871256007,0.11495830288117681,0.3085562224442212,7757.205157840941
50,7386.030296060864,19,949920.0843523346,4,0,Alemanha,13.75,0,2,2,2,0,0,0,0,1,0.0,0,4,0.0,0.08454858253038311,0,Baixa,Caixa,352,0,40027.65429687592,0.3183255622847833,0.11607066947133143,0.08588260700735216,0.053312657078096834,0.42640850415843623,40027.65429687592
29,13071.374551465333,51,1226626.4125535507,8,1,Brasil,2.0,0,7,2,2,0,0,0,0,4,0.0,0,14,0.0,0.08420624815656153,0,Baixa,Renda Fixa,1037,0,34790.12717401053,0.03711621963463672,0.03385166606856108,0.1284063915955896,0.033933446739567316,0.7666922759616452,34790.12717401053
39,8705.860117496602,100,222405.99720904906,12,1,Brasil,2.0,0,6,3,3,1,0,0,0,3,0.0,0,18,0.0,0.08989787369888087,0,Baixa,Multimercado,935,0,20594.812644177506,0.0654869720442242,0.22309056035394545,0.04626288045821179,0.1917044859129507,0.4734551012306678,20594.812644177506
61,9926.98944455519,34,1125218.9049310659,13,2,Brasil,13.75,0,1,3,4,1,0,1,0,0,0.0,1,3,0.0,0.4861058246357044,0,Média,Renda Variável,198,0,70749.43750979938,0.10455402544238895,0.2928227859517165,0.19667023328201216,0.24197104224474408,0.16398191307913823,70749.43750979938
42,17301.10436174815,71,156585.53331394822,9,1,Alemanha,13.75,1,14,5,5,1,0,0,0,8,77890.69694207721,1,70,0.4974290910822467,0.8627632560234747,1,Alta,ETF,702,1,29899.12379017736,0.09313465061407898,0.1815264747485974,0.05041084678422303,0.14648874251211222,0.5284392853409884,29899.12379017736
66,15308.461714263072,60,1094261.9616674108,9,0,Brasil,13.75,0,1,3,4,0,1,0,1,0,0.0,1,3,0.0,0.574148328935125,1,Média,Renda Fixa,35,0,47702.29921421535,0.11600868785887629,0.11037080933298589,0.07353204596592258,0.1349704961310191,0.5651179607111961,47702.29921421535
44,12631.897249005808,109,1109864.4206379429,2,0,Brasil,5.0,1,9,5,5,1,1,1,1,6,69629.66624354309,1,45,0.06273703545383047,0.8669703397456424,1,Alta,Renda Variável,44,1,122064.60777547398,0.19597747492181317,0.14697232859209183,0.12055018940097506,0.22241701985527815,0.31408298722984174,122064.60777547398
59,6912.323995549109,84,1750133.1824698804,3,0,Brasil,13.75,0,1,2,2,0,0,0,0,1,0.0,0,2,0.0,0.0839869388006511,0,Baixa,Renda Variável,1173,0,107460.98549740082,0.21194527574555877,0.24482684148044415,0.03149141178136825,0.036818440214419774,0.47491803077820904,107460.98549740082
45,12845.586269882635,53,1452864.425541865,12,0,Brasil,2.0,0,5,3,3,1,0,0,1,4,0.0,0,15,0.0,0.12373245796874056,0,Baixa,ETF,17,0,91189.97536146754,0.3886934507045687,0.05535903369098453,0.13335351098345358,0.22253652591935427,0.20005747870163892,91189.97536146754
33,16250.629163150106,12,506609.26050808886,17,0,Brasil,13.75,1,12,4,3,0,1,1,0,9,65126.278602434104,1,48,0.12855301931136914,0.859754616674102,1,Alta,Renda Variável,307,1,87972.82490012328,0.3571660170893371,0.24617000640537093,0.006861937208365432,0.004851335214229612,0.3849507040826968,87972.82490012328
32,10497.465336937858,62,1777968.022953835,4,0,EUA,13.75,0,0,2,3,1,0,0,0,0,0.0,0,0,0.0,0.0903418335860786,0,Baixa,Renda Variável,592,0,49520.40967023306,0.1875742671780313,0.045451907762374864,0.03276422770006622,0.2308965580581744,0.5033130393013532,49520.40967023306
64,17404.45635994686,96,1150752.9030475316,14,0,Brasil,5.0,1,13,3,4,0,0,0,1,9,71741.10046734186,1,39,0.06234269575566985,0.6188209493745597,1,Média,Multimercado,304,1,31255.790943770626,0.12644881716305104,0.28373554285830127,0.19608923903285694,0.27544160148917435,0.11828479945661652,31255.790943770626
68,17170.981158072827,66,1216695.162362327,9,0,EUA,13.75,0,2,1,2,1,0,0,1,1,0.0,0,2,0.0,0.3109588506661816,0,Baixa,Caixa,633,0,81007.72749568538,0.11138590660677804,0.04870226753975899,0.13911121154659864,0.1520977082199967,0.5487029060868677,81007.72749568538
61,18654.931328573894,86,346272.9247521349,8,1,Brasil,13.75,0,4,2,2,0,1,0,0,3,0.0,0,8,0.0,0.08942194726594523,0,Baixa,Caixa,1190,0,46042.61466545606,0.028733546541328536,0.22818737111808773,0.19287492891484925,0.166038831891411,0.3841653215343235,46042.61466545606
69,13220.972506125412,105,1716969.4559785367,1,0,Brasil,13.75,0,6,1,1,0,0,0,0,3,0.0,0,6,0.0,0.0839125745673071,0,Baixa,Renda Variável,818,0,12239.16476081317,0.26987872722231065,0.18082595078788183,0.12904140067811562,0.21034369448912688,0.209910226822565,12239.16476081317
20,14349.566799224049,48,1862620.5788829227,13,0,Brasil,13.75,0,5,3,2,0,0,0,0,3,0.0,0,15,0.0,0.08378828230959418,0,Baixa,Caixa,1078,0,132216.88362090383,0.2199218877629171,0.10133129006108152,0.14759222805927955,0.09543749856094759,0.4357170955557742,132216.88362090383
54,17656.74915332436,40,1552231.3924948673,3,1,EUA,2.0,1,13,5,5,1,0,1,1,8,30033.107161017662,1,65,0.019348331671358913,0.8674465842217067,1,Alta,ETF,962,1,56908.48557295872,0.21813992185282127,0.024301636444043994,0.09778172265113963,0.1377482290253248,0.5220284900266703,56908.48557295872
68,13789.575748275902,24,1882097.3807635624,14,0,Brasil,13.75,0,4,3,3,1,0,1,0,1,0.0,0,12,0.0,0.14978084721170667,0,Baixa,Caixa,277,0,109131.19649953386,0.20676582427907528,0.21417127654091125,0.17683983268305234,0.16268004371980171,0.23954302277715944,109131.19649953386
24,9995.063568839149,50,611576.8092034683,19,0,Brasil,13.75,1,10,3,3,1,1,0,0,5,6608.289307685893,1,30,0.010805312436520002,0.7947197927498878,1,Alta,Multimercado,757,1,53314.12719733934,0.30749134864060385,0.15905124720073752,0.047956544952697855,0.14695573735936446,0.33854512184659624,53314.12719733934
38,10205.828653888555,95,1723627.1450419147,6,0,Brasil,13.75,1,12,4,5,1,0,1,1,8,93923.87266571644,1,48,0.05449195810354583,0.8636688903512026,1,Alta,Renda Variável,724,1,131704.49143064022,0.39899057284445294,0.29918187399468193,0.07133418746367291,0.09223760200383259,0.13825576369335968,131704.49143064022
26,12954.219815094957,68,982897.3542988476,4,1,Alemanha,13.75,1,11,4,4,0,1,0,1,6,22690.196360389007,1,44,0.023084987640024184,0.8511653653860707,1,Alta,ETF,105,1,62459.65022197535,0.3303333548350031,0.1572901903451047,0.09916096585310692,0.12427386000173961,0.2889416289650457,62459.65022197535
56,6837.7543122151255,88,336195.233857734,1,2,Brasil,13.75,0,2,3,3,1,0,0,0,1,0.0,0,6,0.0,0.09886118957290842,0,Baixa,Renda Variável,334,0,118373.41239907876,0.19002326843665596,0.005653010356464916,0.006508192269918611,0.18768009063114124,0.6101354383058193,118373.41239907876
35,11426.96433854323,43,1340913.1920764684,10,0,EUA,13.75,0,3,1,2,0,0,1,1,1,0.0,0,3,0.0,0.10857204200614064,0,Baixa,Renda Fixa,658,0,10173.444841998753,0.24583654372936428,0.02167757405221875,0.058626157687910865,0.06050761464007415,0.613352109890432,10173.444841998753
21,16386.188472921014,17,1371399.338704699,13,1,Brasil,13.75,1,11,3,3,1,0,1,1,6,42006.268447266724,0,33,0.030630201307185075,0.4053823318413967,0,Média,Renda Fixa,952,1,99121.29490837005,0.17328142532971202,0.13413055032281396,0.03159233961060475,0.10287439419612213,0.5581212905407471,99121.29490837005
42,3234.984595338876,104,580979.7823758133,12,1,Brasil,13.75,0,6,3,3,0,0,0,1,4,0.0,0,18,0.0,0.12446193411350463,0,Baixa,Renda Variável,795,0,103221.58852695372,0.16723961250586933,0.1904358427122748,0.17632432228235592,0.05909663478699882,0.4069035877125011,103221.58852695372
31,18137.92840717806,83,64711.729938864424,11,1,Brasil,13.75,0,0,3,2,0,0,0,0,0,0.0,0,0,0.0,0.08364363936669511,0,Baixa,Renda Variável,303,0,120858.3433495715,0.26801664659900026,0.2619814556107546,0.004694349119380959,0.09409940025340167,0.3712081484174625,120858.3433495715
67,16489.496874812638,104,407696.04558027105,4,2,Brasil,13.75,0,6,3,3,0,0,0,0,5,0.0,0,18,0.0,0.08369075376185094,0,Baixa,Caixa,277,0,52364.64341079033,0.09580931436471506,0.2679482844174426,0.07593884229983316,0.03501219280435823,0.5252913661136509,52364.64341079033
26,10160.941536678096,102,805557.3198710346,17,2,Brasil,13.75,0,3,2,3,0,0,1,0,2,0.0,0,6,0.0,0.16535252730494035,0,Baixa,Renda Fixa,346,0,3104.9258914603406,0.21839234035467192,0.03625144566882186,0.04914351598268177,0.036620173540664,0.6595925244531604,3104.9258914603406
43,14173.563311487238,55,343450.1930091384,15,0,Brasil,5.0,0,1,1,1,0,1,0,1,0,0.0,0,1,0.0,0.10349316200166302,0,Baixa,Renda Variável,320,1,11955.693176407489,0.26528966878864296,0.2315386462392583,0.03442998012633985,0.006968288906847098,0.46177341593891186,11955.693176407489
19,12012.590907625306,34,396119.5969968123,3,1,Brasil,5.0,1,12,4,3,0,0,0,1,9,20638.331567911344,1,48,0.05210113214102175,0.8493442565806658,1,Alta,Multimercado,786,1,35108.811309255405,0.10209492675616896,0.03650520565994032,0.15965371013162222,0.22421622404133998,0.47752993341092853,35108.811309255405
37,16919.96147375473,111,788867.4221207164,10,1,EUA,5.0,0,5,1,1,0,0,1,0,3,0.0,0,5,0.0,0.08754949532289828,0,Baixa,Renda Variável,238,0,35064.396926790585,0.048749080497474576,0.18863803483942013,0.11749778166986154,0.17034315341985456,0.4747719495733892,35064.396926790585
45,15930.732571079765,97,1923955.3624740352,14,2,Alemanha,13.75,1,9,5,5,0,1,1,1,6,84020.04490835247,1,45,0.04367045248381322,0.8657154126758307,1,Alta,ETF,710,1,23353.853322295683,0.2070346738974442,0.18483238027594553,0.16581678573170014,0.07671007884491907,0.36560608124999106,23353.853322295683
64,6399.717107267963,70,1530844.5956612201,19,2,Brasil,5.0,0,5,2,3,0,0,0,0,2,0.0,0,10,0.0,0.08372234183351641,0,Baixa,Caixa,826,0,89114.94601793826,0.04354857859830359,0.17735258522580424,0.16566549746144,0.13169362038645835,0.4817397183279938,89114.94601793826
24,14349.049653856706,60,646299.3184408626,4,0,Brasil,13.75,0,6,2,2,0,0,0,0,4,0.0,0,12,0.0,0.08397987852865037,0,Baixa,Caixa,1155,0,75235.46342136606,0.16615773873788064,0.19170450284778914,0.12810169265115523,0.2444644363557787,0.2695716294073962,75235.46342136606
61,11177.488585427009,51,1903692.0971479109,14,0,Brasil,13.75,1,8,3,4,1,0,1,0,6,65069.10368936569,0,24,0.03418045891265321,0.2869898951232521,0,Baixa,Caixa,618,0,113154.00771382387,0.32152841869410986,0.03565919311728359,0.12210376538925204,0.09684886973017609,0.42385975306917834,113154.00771382387
25,12331.3302820724,100,1294837.116594878,6,1,Brasil,13.75,1,8,3,4,1,0,1,1,4,60247.79963730969,1,24,0.046529213857055225,0.8356872246958452,1,Alta,Multimercado,810,1,133169.83910412152,0.08475447467877398,0.1036005922245561,0.023206208253105355,0.2983499096057088,0.49008881523785575,133169.83910412152
64,9087.312396120738,77,916344.7928338789,12,1,Brasil,13.75,0,4,1,1,0,0,0,0,2,0.0,0,4,0.0,0.08386490419403995,0,Baixa,ETF,879,0,57783.15200460361,0.07193969702224345,0.13917569382546577,0.0506408043168749,0.12000312661945504,0.6182406782159608,57783.15200460361
52,18992.548276483343,111,941917.3959207427,2,1,Brasil,13.75,0,2,2,2,0,0,1,0,2,0.0,0,4,0.0,0.1000043888709729,0,Baixa,Renda Variável,309,0,59181.08753276192,0.24043290363740277,0.015172984312129212,0.16183213685710282,0.09991148865811926,0.4826504865352459,59181.08753276192
31,16160.247279610303,73,827381.4909924298,17,1,Brasil,13.75,1,12,4,3,0,0,0,1,8,82746.8373078271,0,48,0.10001037997380609,0.3213569842060966,0,Baixa,Renda Fixa,750,0,133821.99803264605,0.2910476636719962,0.010478806462415613,0.19996957454603265,0.2447574502249326,0.25374650509462304,133821.99803264605
34,9040.91534410813,35,473654.18456642,1,0,Brasil,2.0,0,0,3,4,1,0,0,1,1,0.0,0,0,0.0,0.0918004983606966,0,Baixa,Caixa,464,0,65355.51674862161,0.2004675894458393,0.24904966070221854,0.16297246453169612,0.1300748430602751,0.25743544225997095,65355.51674862161
53,6661.55757235907,34,779398.0625052743,17,2,Brasil,13.75,0,3,3,2,0,0,0,0,2,0.0,0,9,0.0,0.08404115096486782,0,Baixa,Caixa,22,1,66945.61836806359,0.25175725281192834,0.08062909139322179,0.0007961952298115361,0.015513498389503876,0.6513039621755344,66945.61836806359
67,10457.309476088607,16,1060513.8042463511,5,2,EUA,13.75,0,1,1,2,0,0,0,0,0,0.0,0,1,0.0,0.08357490946938044,0,Baixa,Multimercado,510,0,93358.30052982342,0.32336396244860066,0.1642150743445267,0.19445091841224993,0.2648003079332614,0.05316973686136128,93358.30052982342
57,13738.010584365224,82,1060774.4279531399,16,1,Alemanha,13.75,1,12,3,4,0,0,1,0,9,84649.95594676171,1,36,0.07980007239619162,0.7837016461538372,1,Alta,Renda Variável,891,1,61361.89761067896,0.2596742103342192,0.1017093728141792,0.08857882848928074,0.09283034921834231,0.45720723914397854,61361.89761067896
21,12960.823375784892,18,1525856.435402911,14,1,EUA,13.75,0,0,1,1,1,1,0,0,0,0.0,0,0,0.0,0.12573213189261362,0,Baixa,ETF,811,1,22740.668877025342,0.3901613011672511,0.18623142217127947,0.08584199729794556,0.0616657245271133,0.27609955483641047,22740.668877025342
19,17012.531299072973,38,724007.7357431316,10,1,Brasil,13.75,0,5,3,4,0,0,0,0,4,0.0,0,15,0.0,0.08491620372986781,0,Baixa,Caixa,122,0,107557.24000944028,0.3217996816078286,0.08213484743093166,0.07096676620887976,0.16989371410779505,0.3552049906445649,107557.24000944028
23,15159.678888723409,114,1436428.0783148652,3,0,EUA,13.75,0,2,2,2,0,0,0,0,2,0.0,0,4,0.0,0.08368304297142826,0,Baixa,Multimercado,1195,0,47942.509126596786,0.22387176217156113,0.20700219213511947,0.026518121584904655,0.26642570184618153,0.2761822222622332,47942.509126596786
59,15878.276103011627,43,1160402.7591496825,3,0,Brasil,13.75,1,10,5,5,1,0,0,0,6,64939.64571793158,1,50,0.05596297427157412,0.770181985234106,1,Alta,Caixa,750,1,24771.951530136423,0.020116431021648663,0.2642109006973537,0.14591570092264214,0.008501527376243411,0.561255439982112,24771.951530136423
21,13307.42160244175,32,1924072.3550084005,18,0,EUA,5.0,0,5,3,3,0,0,0,0,2,0.0,0,15,0.0,0.08388990962089506,0,Baixa,Multimercado,55,0,123730.05108626922,0.2721502888956357,0.09637399917461814,0.14123548044668424,0.0858190393001816,0.4044211921828803,123730.05108626922
46,6442.805079156039,7,776717.0028076256,18,2,EUA,13.75,0,6,1,2,0,0,0,0,5,0.0,0,6,0.0,0.08373050345847906,0,Baixa,ETF,623,0,130257.56384384836,0.26781778294834285,0.09090383157115037,0.16934044317696562,0.009630272825249296,0.4623076694782918,130257.56384384836
35,11217.205875412394,87,1803420.7638789727,4,1,Brasil,13.75,0,5,1,1,0,0,0,0,4,0.0,0,5,0.0,0.08371335395173977,0,Baixa,Caixa,1088,1,65080.220243601616,0.222225996289235,0.04913292027968369,0.1706247688880823,0.16181837518213818,0.3961979393608608,65080.220243601616
43,16240.358959634661,87,1643078.669123596,7,0,Brasil,2.0,0,2,2,3,1,1,0,1,1,0.0,1,4,0.0,0.5659785195214623,1,Média,Caixa,355,0,116381.88908757377,0.32561395880690985,0.07462453449222828,0.153391921983923,0.08230111334348196,0.3640684713734569,116381.88908757377
61,11793.908285901416,46,1278951.9263330193,1,1,Brasil,13.75,0,7,3,2,0,0,0,0,4,0.0,0,21,0.0,0.08368187242428778,0,Baixa,Renda Variável,527,0,117287.83252138548,0.014175557351534841,0.2920439492538084,0.03784390983346282,0.2979468440387917,0.3579897395224023,117287.83252138548
51,14012.361474494986,61,1312483.7888168134,16,0,Brasil,13.75,1,12,3,2,1,0,1,0,9,75597.2669380652,1,36,0.05759858520433983,0.8452350257003288,1,Alta,ETF,923,1,63224.854935118005,0.037945562098327335,0.1279385685958744,0.19945310952876713,0.10842182879585667,0.5262409309811744,63224.854935118005
27,10725.006739015467,18,178453.36986675725,17,0,Brasil,13.75,1,13,4,4,1,1,0,0,7,6070.956795393961,0,52,0.03401965891856184,0.2764350347990154,0,Baixa,Renda Fixa,830,1,124977.2593056113,0.1830734836311395,0.23356941489329916,0.07639022575687182,0.1713703619038144,0.3355965138148751,124977.2593056113
53,7880.75260583262,71,1900946.9651309303,8,1,EUA,13.75,1,14,4,4,1,0,0,1,9,46134.702502129934,1,56,0.024269313704729602,0.8536676665822834,1,Alta,ETF,989,1,28990.63289393514,0.35630994968749313,0.19977963313704108,0.03771979297594783,0.24809407126785582,0.15809655293166203,28990.63289393514
31,11506.623743815559,106,222802.7663565304,6,1,Brasil,13.75,0,6,2,2,0,0,0,0,5,0.0,0,12,0.0,0.0837757126552915,0,Baixa,Multimercado,544,1,26500.374049692822,0.16389716871579016,0.2810729318476386,0.09822231124597769,0.271313467295954,0.18549412089463946,26500.374049692822
48,13236.189772130616,40,1130834.284399579,2,1,Brasil,5.0,0,3,2,3,0,0,0,0,1,0.0,0,6,0.0,0.0846516147868573,0,Baixa,ETF,1037,0,71594.63408075637,0.08751376537725619,0.26534807854642894,0.16644894338144886,0.2494181870876033,0.23127102560726265,71594.63408075637
65,9377.249122154226,88,666840.8928938174,10,1,Brasil,13.75,0,7,1,2,0,0,0,0,5,0.0,0,7,0.0,0.08400121202672835,0,Baixa,Multimercado,116,0,46173.19729965778,0.39992425080502536,0.14018779934032513,0.13112504322077873,0.19567969248969982,0.133083214144171,46173.19729965778
32,11057.155020573326,78,865405.436796805,17,1,Brasil,13.75,1,13,5,4,1,1,0,1,9,33941.41195703595,1,65,0.03922019817955814,0.8638640554422979,1,Alta,Caixa,182,1,36033.34624943966,0.24136463801141012,0.07570703952872412,0.12443317119066899,0.18341894261511663,0.3750762086540802,36033.34624943966
25,8242.14703205607,50,1224264.1915652659,19,1,EUA,2.0,1,8,5,5,0,1,0,1,6,67717.11734335659,1,40,0.05531245828918641,0.8385194791434865,1,Alta,Renda Fixa,497,1,92044.19588357962,0.08164146434696376,0.22884357545387607,0.1185985955896296,0.11431353998749944,0.45660282462203106,92044.19588357962
31,16476.979670256384,5,1818614.24198582,4,1,Brasil,5.0,1,10,4,5,0,1,1,0,7,91702.41977595138,1,40,0.0504243105736966,0.6629226098016864,1,Média,Renda Variável,195,1,8334.28678627313,0.06638679918437806,0.09452846319562422,0.1476520238533012,0.07565473442336458,0.615777979343332,8334.28678627313
40,10822.176969647864,110,920558.5759088799,13,1,Brasil,13.75,0,7,1,2,0,1,0,0,4,0.0,0,7,0.0,0.11915970796808827,0,Baixa,Multimercado,400,0,34313.44292182659,0.21137243823497803,0.23921949986036614,0.056583664734204134,0.2943117206187265,0.1985126765517251,34313.44292182659
