Idade,Renda,TempoDeRelacao,TicketMedioInvestido,QtdProdutosNaCarteira,PerfilRisco,Pais,TaxaJuros,HistoricoInvestimentoESG,EngajamentoESG,ConhecimentoESG,PreocupacaoAmbiental,AcessouPagESG,LeuArtigoESG,ParticipouWebinarESG,AssessorESGAtivo,NPS_ESG,ValorAlocadoESG,ESG_Label,score_interesse,relacao_valor,propensao_esg,ESG_Label_Predito,faixa_propensao,categoria_produto,vence_em_dias,produtos_esg,valor_em_caixa,Renda Fixa,Multimercado,ETF,Renda Variável,Caixa,ValorEmCaixa
61,9205.580657615783,100,1966650.4585800734,4,2,Brasil,13.75,1,9,4,4,1,0,1,1,6,77521.5058755082,1,36,0.0394180196685583,0.7218448872586342,1,0.7218448872586342,Caixa,1188,1,123773.09354074507,0.32167930213094637,0.11692733581427671,0.018110931780395825,0.12168134439788797,0.42160108587649314,123773.09354074507
47,8517.931576609244,63,1618835.976059525,19,1,EUA,13.75,1,8,5,4,1,1,1,0,6,26476.59891220356,1,40,0.016355321322503575,0.828188815416936,1,0.828188815416936,Multimercado,287,1,120452.20998064443,0.0628972128771303,0.008771979340980018,0.18324090636201273,0.0538735610607615,0.6912163403591154,120452.20998064443
55,18820.05658882812,49,328282.196710188,13,0,Brasil,13.75,1,12,3,2,1,0,0,0,9,30047.201307514573,1,36,0.09152829510808186,0.744474163233022,1,0.744474163233022,Renda Variável,910,1,30868.05286361676,0.3804129367260099,0.26977817525316933,0.00852030498144376,0.11151956062712096,0.22976902241225605,30868.05286361676
19,10796.786751132284,115,562750.4584597376,1,0,Brasil,2.0,0,0,2,2,0,1,0,0,0,0.0,0,0,0.0,0.12083846223464956,0,0.12083846223464956,Caixa,875,0,138760.45189019962,0.37407806988616965,0.08208764406434235,0.009911519760542609,0.05271241703285938,0.4812103492560861,138760.45189019962
38,18459.907275644593,27,666333.4596241586,1,1,Brasil,13.75,0,1,3,2,1,0,0,0,0,0.0,0,3,0.0,0.10672250411377326,0,0.10672250411377326,Renda Fixa,1162,0,65722.97588703781,0.3567158940597286,0.29226162107755854,0.1969680790084194,0.27363656883476273,-0.11958216298046942,65722.97588703781
50,15988.375021978136,9,1304227.465385937,14,1,EUA,13.75,1,8,3,2,0,1,0,0,5,53093.56209924806,1,24,0.04070878953215995,0.6672997561639011,1,0.6672997561639011,ETF,1189,1,71009.61523618756,0.07347924258224606,0.0891420792680089,0.0700375868310632,0.09186370769129112,0.6754773836273907,71009.61523618756
29,13631.507129501286,119,1516419.5713844146,9,0,Brasil,13.75,1,12,3,4,1,1,1,1,9,35017.20142871981,1,36,0.02309201160252719,0.8253689586444847,1,0.8253689586444847,Multimercado,525,1,39988.232671481164,0.15589672086065703,0.13089252111317462,0.11358809499143907,0.25945756882785165,0.3401650942068777,39988.232671481164
39,13810.12574543794,39,1501557.9515277406,12,1,EUA,13.75,0,7,3,4,0,0,0,1,4,0.0,0,21,0.0,0.278540364692108,0,0.278540364692108,Multimercado,1124,0,53059.418318304575,0.19420818689650154,0.0026699732284743093,0.03818084001347164,0.0992413695453347,0.6656996303162178,53059.418318304575
61,6398.32175867693,65,1024649.3720497416,18,1,Alemanha,2.0,0,2,1,1,1,0,1,0,1,0.0,0,2,0.0,0.11740155272939297,0,0.11740155272939297,Multimercado,591,0,72258.69241821152,0.28199089875962086,0.28790267873177267,0.08638336777271911,0.01658127717627228,0.32714177755961504,72258.69241821152
42,12827.099119337665,71,1623532.870297921,9,1,Alemanha,13.75,0,4,3,3,1,0,0,0,3,0.0,0,12,0.0,0.15028285758232465,0,0.15028285758232465,Caixa,1077,0,24985.602008086975,0.11065972855265419,0.1492960577237504,0.014825783497916701,0.22292821171224794,0.5022902185134308,24985.602008086975
66,17668.081651926506,90,879785.3846873754,8,0,EUA,13.75,1,14,4,4,1,1,1,0,10,34910.32569285648,1,56,0.03968045687051814,0.829744800543982,1,0.829744800543982,Renda Variável,1054,1,87123.26271445525,0.05585487936817888,0.03797269069286813,0.005306311344338677,0.19291865273816758,0.7079474658564467,87123.26271445525
44,14725.358012742436,71,256522.3249381682,14,1,Brasil,13.75,0,5,2,2,1,0,0,0,4,0.0,0,10,0.0,0.11683710472108233,0,0.11683710472108233,ETF,943,0,85172.96661419126,0.25017041552592284,0.24751541730384655,0.1999089983860832,0.2534350697435839,0.048970099040563486,85172.96661419126
59,12617.346748257642,116,1133239.2648910885,9,0,EUA,13.75,0,7,3,3,1,0,1,1,5,0.0,0,21,0.0,0.3593710012250672,0,0.3593710012250672,ETF,310,1,77235.54289461972,0.21887820088682167,0.08401741736766434,0.04093942695908066,0.2630198358945839,0.39314511889184944,77235.54289461972
45,18847.74878326812,7,1905079.7553562024,2,1,Brasil,13.75,0,7,1,1,1,0,0,0,3,0.0,0,7,0.0,0.16813754142594162,0,0.16813754142594162,Multimercado,886,0,46142.671609747704,0.20385720498547416,0.0029521159892796356,0.07731882844535597,0.23568703847412537,0.4801848121057648,46142.671609747704
33,11259.837109356784,72,1588057.3662710974,1,1,EUA,13.75,0,3,3,4,1,0,0,0,2,0.0,0,9,0.0,0.11858599114551134,0,0.11858599114551134,ETF,105,0,8641.77581133943,0.025550444276846742,0.20226098039178805,0.11860967821859598,0.2540377318481224,0.3995411652646468,8641.77581133943
32,9521.777299913263,80,1161614.2889075624,13,2,Brasil,13.75,0,2,3,4,0,0,0,0,1,0.0,0,6,0.0,0.10642145782720491,0,0.10642145782720491,ETF,1018,0,127083.83933744776,0.22209794327408106,0.07738649840075747,0.10354311757859457,0.10998327016536717,0.4869891705811997,127083.83933744776
64,12615.327664313028,67,1297143.264094703,10,1,Brasil,13.75,0,6,2,3,0,1,0,0,5,0.0,0,12,0.0,0.12055223486446502,0,0.12055223486446502,Multimercado,193,0,68556.72828809255,0.08788290192008562,0.2872793353789121,0.07221782436886469,0.09300630411147583,0.4596136342206617,68556.72828809255
68,15065.869472446384,109,1861818.4338007895,8,0,Brasil,13.75,1,13,4,3,0,1,1,0,8,43669.74141179625,1,52,0.02345541174347244,0.7917775393953247,1,0.7917775393953247,Multimercado,573,1,106636.41849175122,0.16565978468637677,0.05228620918534076,0.004062146851726456,0.12919578927941197,0.648796069997144,106636.41849175122
61,5128.823616766957,10,862402.1609255713,7,1,EUA,2.0,0,3,1,1,1,0,0,1,1,0.0,1,3,0.0,0.15982251052557983,0,0.15982251052557983,Renda Variável,979,0,12406.168188564889,0.14005573516561257,0.08417935033521741,0.10052300378881568,0.27027382209212,0.4049680886182343,12406.168188564889
69,13139.47457396167,114,669474.3364958484,12,1,Brasil,13.75,0,3,1,1,0,0,0,1,2,0.0,0,3,0.0,0.15167746112925024,0,0.15167746112925024,Multimercado,581,1,23092.82231690287,0.22700220140571328,0.170688385856572,0.18895740245349668,0.23122764262710538,0.1821243676571127,23092.82231690287
20,15241.380062145241,71,1954710.7143508936,17,2,Brasil,13.75,0,0,1,2,0,0,0,0,1,0.0,0,0,0.0,0.10743894973498802,0,0.10743894973498802,Multimercado,908,0,115938.46591772258,0.14421112903336702,0.28103018128269486,0.14795318615505723,0.18428766082188097,0.24251784270699994,115938.46591772258
54,10921.433498812556,85,1728251.8356855635,12,2,EUA,5.0,0,7,2,3,0,1,0,0,3,0.0,1,14,0.0,0.5350923404581946,1,0.5350923404581946,Renda Variável,824,1,101137.68011898338,0.20527158018335057,0.10242482863412725,0.14338550549467105,0.10182821435279987,0.4470898713350513,101137.68011898338
68,16427.859065210567,53,652856.7333910187,16,0,Brasil,13.75,0,7,1,2,0,0,0,0,5,0.0,0,7,0.0,0.10619085182921673,0,0.10619085182921673,Renda Variável,868,0,105656.27166210207,0.34883219627300144,0.14126320613603224,0.18930164848184253,0.22609912513904415,0.09450382397007961,105656.27166210207
24,14564.746649644281,101,932923.3887482363,10,0,Brasil,13.75,0,2,3,4,0,0,0,0,2,0.0,0,6,0.0,0.10686445486864798,0,0.10686445486864798,ETF,755,0,4684.935902624301,0.3141933127812344,0.02857279303142872,0.03843490341233766,0.051116099838765194,0.5676828909362339,4684.935902624301
38,20565.53247404431,95,836005.4767255201,12,0,Brasil,13.75,0,4,3,4,0,0,1,1,1,0.0,1,12,0.0,0.8079297166481378,1,0.8079297166481378,Multimercado,1091,1,57885.899036504656,0.35569640211267417,0.02929214918426949,0.1946055159815342,0.17688477400011643,0.24352115872140567,57885.899036504656
26,8997.58840967514,87,306700.4005561535,11,1,Brasil,13.75,1,10,3,2,1,1,0,1,5,49251.12803681149,1,30,0.16058331637058884,0.8014858612315751,1,0.8014858612315751,Caixa,883,0,47700.403562652646,0.31176534781654547,0.2506531197511271,0.1965184477939974,0.20897327221398612,0.032089812424343944,47700.403562652646
56,15322.839401984358,57,1916060.4543883856,14,0,Brasil,13.75,1,14,3,2,1,1,1,0,9,36722.239023556496,1,42,0.01916548080409998,0.8182712170003028,1,0.8182712170003028,Multimercado,996,0,120212.8212664678,0.1635365412914002,0.07673111987638973,0.09872876742249377,0.01043250035674923,0.6505710710529671,120212.8212664678
35,7930.70436881038,91,814581.73812732,13,0,Alemanha,13.75,0,2,1,2,1,1,1,0,2,0.0,0,2,0.0,0.19533528258245317,0,0.19533528258245317,ETF,17,0,59236.20655072097,0.23875101908053395,0.20800502348546068,0.15540875844972693,0.16982516737493455,0.22801003160934386,59236.20655072097
21,5538.534194893095,120,1751904.8744494368,2,1,Brasil,13.75,1,8,4,3,1,0,0,0,5,66306.61357418427,1,32,0.03784827400902582,0.7525520869264466,1,0.7525520869264466,Renda Fixa,310,1,2073.1312695401316,0.25878663094543447,0.045394225864484036,0.0045236001582274815,0.29509897154737086,0.39619657148448306,2073.1312695401316
42,3857.876628728509,86,386818.8930845235,7,0,Brasil,13.75,1,11,3,4,1,0,0,1,7,40052.28275787882,1,33,0.10354245858065797,0.5583723054526301,1,0.5583723054526301,Renda Variável,122,0,61580.56468977433,0.24212692122559207,0.09196469875305617,0.19394090423422786,0.11789869838179962,0.3540687774053244,61580.56468977433
31,14153.296089587706,103,1100262.9131680673,1,0,Brasil,13.75,1,13,4,5,0,1,1,1,8,99020.40746622565,1,52,0.08999696007579601,0.8293246349377844,1,0.8293246349377844,Multimercado,347,1,43302.25475391764,0.25500049794104757,0.18714482879954608,0.09037600711624141,0.2353464747376841,0.2321321914054808,43302.25475391764
67,12736.99165577641,27,57683.15639729694,3,1,Alemanha,5.0,0,0,1,2,0,0,0,0,1,0.0,0,0,0.0,0.1060960206601453,0,0.1060960206601453,Caixa,651,0,114900.10641800666,0.2538142636210845,0.01853588491132244,0.19802765710268536,0.21332636276202124,0.31629583160288643,114900.10641800666
26,10083.795770552984,54,1530798.762846194,12,0,Brasil,13.75,1,8,3,2,0,0,1,1,6,28381.674020600272,0,24,0.01854042227432191,0.12950617597743658,0,0.12950617597743658,Caixa,232,0,102008.80333398964,0.2723371052402476,0.0994890213714532,0.08625308364616913,0.020538545309182865,0.5213822444329472,102008.80333398964
43,4905.982664201548,113,1166018.6575100939,5,1,Brasil,13.75,0,2,2,2,0,1,0,0,1,0.0,0,4,0.0,0.2140973573922035,0,0.2140973573922035,Multimercado,224,1,105093.48097706721,0.27525831438666887,0.09403193611060857,0.13169038516357276,0.0038817595876868283,0.49513760475146307,105093.48097706721
19,9238.453495445296,4,1254923.2711048077,12,2,Brasil,13.75,1,10,4,4,1,0,1,0,5,80753.48920964939,0,40,0.0643492926776815,0.36070359290135395,0,0.36070359290135395,Renda Fixa,602,1,128537.02161535167,0.23534823857139797,0.032625950947653394,0.023585787125439774,0.2329275656465305,0.4755124577089783,128537.02161535167
37,12016.372030701825,88,112924.55628376038,3,0,EUA,13.75,0,0,3,3,1,0,0,0,0,0.0,0,0,0.0,0.10916130690832106,0,0.10916130690832106,Renda Variável,86,0,143451.87319163996,0.10329457495244113,0.10910865461582354,0.03094428204578639,0.0559794784720515,0.7006730099138974,143451.87319163996
45,15172.67746717239,23,429966.27711514465,5,1,EUA,13.75,0,4,2,2,1,1,0,0,3,0.0,1,8,0.0,0.5384077317953362,1,0.5384077317953362,Multimercado,447,0,147279.62824399362,0.20575678654787952,0.1995079333532908,0.08954805985591673,0.09890149255807519,0.4062857276848377,147279.62824399362
64,11933.856999009497,48,157918.4359836245,1,2,Brasil,13.75,0,5,3,3,1,0,0,0,4,0.0,0,15,0.0,0.16595681121956693,0,0.16595681121956693,ETF,624,0,147250.90501474685,0.19049531679579013,0.23993060635774865,0.07624345982572878,0.16634483664445068,0.3269857803762818,147250.90501474685
24,13008.241370821112,83,584939.4884495854,16,2,Brasil,13.75,1,8,5,4,1,0,1,1,5,10615.638070519977,0,40,0.01814823606869353,0.36712807106529755,0,0.36712807106529755,Renda Variável,382,0,131274.64643683063,0.28294514199202386,0.09589518417991232,0.024539215844021835,0.15820403052754384,0.4384164274564981,131274.64643683063
61,10495.470476103457,42,1258603.6252874804,9,1,Brasil,13.75,1,9,5,5,1,1,1,1,6,40947.07683491477,1,45,0.03253370916665904,0.825397135562319,1,0.825397135562319,Caixa,653,1,89055.28080783118,0.348131943335312,0.1842406283942744,0.007644365151434829,0.04653286318041516,0.4134501999385636,89055.28080783118
25,18996.896810108618,3,1136710.1087915767,10,1,Brasil,2.0,0,2,1,1,0,1,0,0,0,0.0,0,2,0.0,0.132881236750273,0,0.132881236750273,Renda Fixa,769,0,38015.47717955196,0.34878910565470617,0.02351439461148619,0.15228356459511613,0.020242072781249208,0.4551708623574423,38015.47717955196
64,7927.001422687088,91,1228178.1450106467,10,0,Brasil,13.75,0,7,3,3,0,0,0,1,5,0.0,0,21,0.0,0.27456665185835,0,0.27456665185835,ETF,6,1,2633.402237550188,0.09157327955802251,0.19495915201648847,0.03511533416340651,0.1986857865350404,0.47966644772704214,2633.402237550188
52,9203.04713085949,3,1103010.0300420097,13,1,Brasil,13.75,1,10,4,4,1,0,1,1,7,81759.78560064036,1,40,0.07412417770430313,0.8289498350399772,1,0.8289498350399772,Multimercado,150,1,53501.97499722485,0.1897012282309017,0.15130008422578733,0.17427507906628725,0.25687703207183427,0.22784657640518935,53501.97499722485
31,10030.567704025947,28,553327.3033949601,16,2,Brasil,13.75,0,0,1,2,1,0,0,0,0,0.0,0,0,0.0,0.12137610611973572,0,0.12137610611973572,Renda Variável,216,0,123782.44516414385,0.3491728656802308,0.17431745604720955,0.0826365083995872,0.2954991281589061,0.09837404171406638,123782.44516414385
34,14170.817591906896,63,496569.9197154062,4,1,EUA,13.75,0,2,1,1,1,0,0,0,1,0.0,0,2,0.0,0.1297003201339959,0,0.1297003201339959,Multimercado,1043,1,106122.3421782519,0.23855647593685864,0.20657838561133068,0.08645079248744517,0.1657241891957418,0.30269015676862365,106122.3421782519
53,7844.560840852478,81,282748.7702377967,14,1,Brasil,13.75,1,13,5,4,1,1,0,1,7,96040.84640584917,1,65,0.3396672836376751,0.829714428337213,1,0.829714428337213,Caixa,903,1,21940.91959478563,0.2818101235247293,0.2392203908400383,0.05982743008487801,0.17045324249145688,0.24868881305889756,21940.91959478563
67,12542.874362191995,31,1699651.0410579492,17,0,Brasil,13.75,1,9,4,5,1,1,1,0,7,44007.554155777274,1,36,0.025892096201281734,0.757733861694311,1,0.757733861694311,Renda Fixa,921,1,1105.1409294435425,0.2970788164978632,0.008011032146398834,0.05007632112554734,0.22498048005512758,0.4198533501750631,1105.1409294435425
57,12659.640573706229,10,1236793.9234970766,5,1,Brasil,13.75,0,5,2,3,1,0,0,0,3,0.0,0,10,0.0,0.15636140671616416,0,0.15636140671616416,ETF,576,0,40177.505172100944,0.030229077383295347,0.020185227800258863,0.07104058949612889,0.0739261401820781,0.8046189651382388,40177.505172100944
21,9222.56811706648,49,381156.91488307895,13,1,Brasil,13.75,0,6,1,2,0,1,0,0,4,0.0,0,6,0.0,0.12138767639099927,0,0.12138767639099927,Caixa,1021,0,115635.06573509317,0.16317224201989503,0.22118471461042724,0.16173590649096328,0.22982000226175836,0.22408713461695606,115635.06573509317
19,13319.917843827428,86,362646.66584426665,3,1,Brasil,5.0,1,13,5,5,1,0,1,1,7,51765.23839495285,1,65,0.14274251090087706,0.8284438160027573,1,0.8284438160027573,Multimercado,763,1,100162.05657919745,0.200086402216796,0.1821199508777356,0.13642969320087647,0.04502804179051154,0.4363359119140804,100162.05657919745
23,7968.7444050502745,94,1747340.847037012,5,0,Brasil,2.0,1,14,4,4,1,1,1,1,10,61673.679838485106,1,56,0.03529571499879425,0.8289885701573322,1,0.8289885701573322,ETF,763,1,99103.07270745345,0.3943922640752605,0.101034691068653,0.18519656429323836,0.17727720247093973,0.14209927809190848,99103.07270745345
59,7531.703430153016,113,1488034.4188890054,16,1,EUA,13.75,0,1,2,2,0,0,0,0,0,0.0,0,2,0.0,0.10605321383953235,0,0.10605321383953235,Multimercado,462,0,104857.4374723334,0.34935365318637496,0.2228440397654036,0.09876957266596438,0.2937010776718344,0.0353316567104226,104857.4374723334
21,12398.423026085762,21,1322204.169011689,19,1,Alemanha,5.0,0,1,1,1,1,0,0,0,0,0.0,0,1,0.0,0.12884250328319422,0,0.12884250328319422,Multimercado,240,0,41445.5721837994,0.38728412732427486,0.16285327294568908,0.16125591867977118,0.11450547051971773,0.17410121053054717,41445.5721837994
46,5360.977658087749,100,819659.5740032066,19,0,EUA,5.0,0,1,1,1,0,1,0,0,0,0.0,0,1,0.0,0.122751132844606,0,0.122751132844606,Renda Fixa,306,0,89093.33146535739,0.28363136547252527,0.16241531169377668,0.03989989599498472,0.12321136435573281,0.3908420624829805,89093.33146535739
35,3420.7891897990485,53,531331.3729142499,17,0,Brasil,2.0,1,9,5,5,0,1,0,1,5,98361.75514183493,1,45,0.18512283488834066,0.8094430257369836,1,0.8094430257369836,Renda Fixa,455,1,146925.99937120202,0.19296396487716194,0.1973110018496033,0.013128947576719431,0.24313774046991798,0.35345834522659736,146925.99937120202
43,14131.333203187201,87,1959107.0185945192,18,0,Alemanha,13.75,0,7,2,1,1,1,0,0,3,0.0,1,14,0.0,0.5496817019474852,1,0.5496817019474852,Renda Fixa,987,0,42728.39085575968,0.39376756114852185,0.2520466962686295,0.0513987001942728,0.16435193163245884,0.13843511075611692,42728.39085575968
61,16195.879770364681,102,1596506.7542953724,18,1,Brasil,5.0,0,5,2,2,1,0,0,0,3,0.0,0,10,0.0,0.15352656637517456,0,0.15352656637517456,Renda Fixa,543,0,130004.68748727783,0.24687587831700922,0.08002272200939839,0.1669816022194602,0.2680088032842434,0.23811099416988868,130004.68748727783
51,10132.787525229884,76,610540.6540411902,8,1,Brasil,13.75,0,2,3,4,1,1,0,0,0,0.0,1,6,0.0,0.5627037344676965,1,0.5627037344676965,Renda Fixa,789,1,135995.22875772114,0.21831778377988953,0.29797829081502514,0.19344533583317647,0.06991038935682134,0.2203482002150875,135995.22875772114
27,9327.717391608918,89,1696653.9445942044,18,2,Brasil,13.75,0,7,3,2,1,1,1,1,5,0.0,1,21,0.0,0.818409104784047,1,0.818409104784047,Renda Variável,661,0,60245.203279842055,0.3973666790197241,0.11016911038571482,0.14145039990582575,0.2257702149810543,0.12524359570768095,60245.203279842055
53,16022.140903898238,54,1520274.5777432162,9,0,Brasil,5.0,0,1,2,1,1,0,1,0,0,0.0,1,2,0.0,0.5668832933206802,1,0.5668832933206802,Renda Fixa,266,1,12115.635364789592,0.22055514352617722,0.1696320824366223,0.08227145948356994,0.27743995299705115,0.25010136155657936,12115.635364789592
31,7417.84712800432,57,601190.2942572167,19,2,EUA,5.0,0,4,2,2,1,0,0,0,1,0.0,1,8,0.0,0.5244071851066127,1,0.5244071851066127,Renda Fixa,70,0,148962.4631814552,0.07898629613387005,0.2525221851543432,0.1634696929887903,0.14137646091551298,0.36364536480748355,148962.4631814552
48,6546.509501115366,20,858840.1799408629,10,1,Brasil,13.75,0,7,3,4,0,1,0,0,5,0.0,0,21,0.0,0.12129183456555148,0,0.12129183456555148,ETF,829,0,15028.964293328057,0.16750093169488522,0.14140300814912143,0.12870780832731907,0.19603238877123516,0.36635586305743906,15028.964293328057
65,14830.54569483395,113,380047.35632814304,2,1,Brasil,5.0,0,4,1,1,1,0,0,1,2,0.0,0,4,0.0,0.14463014323988094,0,0.14463014323988094,ETF,143,0,124320.25633833169,0.21113970580305785,0.04970049631112122,0.018136193554619463,0.16765973688107727,0.5533638674501242,124320.25633833169
32,12036.152746049229,49,230994.3643124376,17,0,Brasil,13.75,0,1,3,2,0,0,1,0,1,0.0,0,3,0.0,0.1206268107533145,0,0.1206268107533145,ETF,264,0,52761.553729570995,0.33527950267578366,0.2999212523884958,0.1867605982356788,0.17929911144801194,-0.001260464747970369,52761.553729570995
25,16259.506957160951,106,1448296.4453509965,13,0,EUA,13.75,1,14,3,4,0,1,1,1,9,38728.15178681426,1,42,0.026740468203635098,0.8281874817400117,1,0.8281874817400117,Renda Variável,534,0,91817.55138577949,0.19619843328768993,0.24784782113515957,0.027981296997598305,0.19576550660948647,0.33220694197006573,91817.55138577949
