Data,Fundo XP Essencial ESG,ETF XP Sustentável,Fundo XP Verde Ações,Fundo XP Impacto Social,Trend ESG Global Dólar FIM,Pandhora ESG Prev,JGP Ações 100 Prev XP Seguros FIC FIA
2024-04-30 22:21:41.257364,1205.749737335423,1251.0237584038205,1452.5479698119932,1383.324530521346,1187.555983245372,1364.7563042092252,1611.2030259943579
2024-05-31 22:21:41.257364,1217.1274123833437,1259.8564904580824,1457.3692354549378,1379.7505116909676,1194.6420621947577,1363.139829232711,1627.969063918875
2024-06-30 22:21:41.257364,1202.971731835398,1265.405443549044,1451.093741639356,1399.281118863153,1194.2133091741339,1368.4090850687603,1657.7426265727488
2024-07-31 22:21:41.257364,1214.0882007656396,1252.3082824406724,1441.889865501919,1395.4129467250184,1197.2503658816468,1380.874026952982,1694.5980539275572
2024-08-31 22:21:41.257364,1216.6974914404598,1258.3041954862786,1434.338465829474,1407.4100138253589,1197.9076484993711,1409.5320819195922,1670.0385123551082
2024-09-30 22:21:41.257364,1215.7615833923714,1265.2020198706205,1442.7199858763727,1416.62413307426,1197.7572472426725,1430.078261953813,1632.158225504385
2024-10-31 22:21:41.257364,1230.492678227173,1296.4600211391478,1460.2018273618448,1414.0470045422499,1209.6715957145,1436.37148537604,1686.922905996379
2024-11-30 22:21:41.257364,1250.562007933406,1300.9472148411114,1476.4836063153164,1458.9109391785018,1217.5333825455727,1444.7165709003823,1711.6300516201889
2024-12-31 22:21:41.257364,1269.7116153381105,1310.59032831653,1505.1388291588287,1478.76238156813,1216.4980321325431,1438.9011624667198,1699.700451049084
2025-01-31 22:21:41.257364,1266.6742426598285,1316.7793366808771,1515.9683457477097,1451.6984997640086,1229.024554608272,1447.2681837125165,1766.027928906303
2025-02-28 22:21:41.257364,1270.3575745957637,1311.0521046349202,1559.6327989244853,1463.6567961508963,1236.5844034241418,1451.774128174163,1784.2418450340979
2025-03-31 22:21:41.257364,1282.1879501360393,1329.5937672076525,1564.3587163532957,1460.8151978466944,1248.5669493658722,1465.1699175090125,1840.5988074651216
2025-04-30 22:21:41.257364,1302.3893999049578,1344.2398598326338,1639.1390325534178,1484.5230598812325,1259.064153500089,1461.840598080812,1857.8090866521488
